"term","type","polarity"
"dessecar","V",1
"dessegredar","V",-1
"dessexuada","adj",0
"dessexuadas","adj",0
"dessexuado","adj",0
"dessexuados","adj",0
"dessimpatizar","V",-1
"dessoar","V",0
"dessossegar","V",0
"dessoterrar","V",0
"dessujar","V",1
"dessumir","V",0
"destabilizador","adj",-1
"destabilizadora","adj",-1
"destabilizadoras","adj",-1
"destabilizadores","adj",-1
"destacada","adj",-1
"destacadas","adj",-1
"destacado","adj",-1
"destacados","adj",-1
"destacar","V",-1
"destacar-se","V",0
"destampada","adj",-1
"destampadas","adj",-1
"destampado","adj",-1
"destampados","adj",-1
"destapada","adj",-1
"destapadas","adj",-1
"destapado","adj",-1
"destapados","adj",-1
"destemeroso","adj",1
"destemida","adj",1
"destemidas","adj",1
"destemido","adj",1
"destemidos","adj",1
"destemperada","adj",-1
"destemperadas","adj",-1
"destemperado","adj",-1
"destemperados","adj",-1
"destemperar","V",-1
"desterrada","adj",-1
"desterradas","adj",-1
"desterrado","adj",-1
"desterrados","adj",-1
"desterrar","V",1
"destilar","V",1
"destinada","adj",1
"destinadas","adj",1
"destinado","adj",1
"destinados","adj",1
"destinar","V",-1
"destinar-se","V",1
"destingir","V",1
"destituida","adj",0
"destituidas","adj",0
"destituido","adj",0
"destituidos","adj",0
"destituir","V",1
"destoante","adj",-1
"destoantes","adj",-1
"destoar","V",-1
"destoldado","adj",1
"destoldar","V",1
"destorcida","adj",1
"destorcidas","adj",1
"destorcido","adj",1
"destorcidos","adj",1
"destra","adj",0
"destrambelhada","adj",-1
"destrambelhadas","adj",-1
"destrambelhado","adj",-1
"destrambelhados","adj",-1
"destrambelhamento","N",-1
"destrancar","V",0
"destras","adj",0
"destratada","adj",-1
"destratadas","adj",-1
"destratado","adj",-1
"destratados","adj",-1
"destratar","V",-1
"destravada","adj",-1
"destravadas","adj",-1
"destravado","adj",-1
"destravados","adj",-1
"destravar","V",1
"destrepar","V",0
"destrincado","adj",1
"destrincar","V",0
"destrinchado","adj",1
"destrinchar","V",0
"destristecer","V",0
"destristecer-se","V",1
"destro","adj",0
"destrocada","adj",-1
"destrocadas","adj",-1
"destrocado","adj",-1
"destrocados","adj",-1
"destrocar","V",0
"destroco","N",-1
"destronar","V",1
"destroncar","V",1
"destros","adj",0
"destruicao","N",-1
"destruida","adj",-1
"destruidas","adj",-1
"destruido","adj",-1
"destruidor","adj",-1
"destruidora","adj",-1
"destruidoras","adj",-1
"destruidores","adj",-1
"destruidos","adj",-1
"destruir","V",0
"destrutiva","adj",-1
"destrutivas","adj",-1
"destrutivo","adj",-1
"destrutivos","adj",-1
"destrutor","adj",-1
"destrutora","adj",-1
"destrutoras","adj",-1
"destrutores","adj",-1
"desumana","adj",-1
"desumanas","adj",-1
"desumanidade","N",-1
"desumano","adj",-1
"desumanos","adj",-1
"desumedecer","V",1
"desumidificar","V",1
"desunida","adj",0
"desunidas","adj",0
"desunido","adj",0
"desunidos","adj",0
"desunir","V",-1
"desunir-se","V",1
"desusada","adj",-1
"desusadas","adj",-1
"desusado","adj",-1
"desusados","adj",-1
"desvaecer","V",0
"desvaecer-se","V",1
"desvairada","adj",-1
"desvairadas","adj",-1
"desvairado","adj",-1
"desvairados","adj",-1
"desvairamento","N",-1
"desvairar","V",-1
"desvalida","adj",-1
"desvalidar","V",1
"desvalidas","adj",-1
"desvalido","adj",-1
"desvalidos","adj",-1
"desvalijar","V",0
"desvalorizar","V",1
"desvanear","V",0
"desvanear-se","V",0
"desvanecer","V",0
"desvanecer-se","V",1
"desvanecida","adj",0
"desvanecidas","adj",0
"desvanecido","adj",0
"desvanecidos","adj",0
"desvantagem","N",-1
"desvantajoso","adj",-1
"desvariada","adj",-1
"desvariadas","adj",-1
"desvariado","adj",-1
"desvariados","adj",-1
"desvariar","V",-1
"desvario","N",-1
"desvelada","adj",1
"desveladas","adj",1
"desvelado","adj",1
"desvelados","adj",1
"desvelar","V",-1
"desvelar-se","V",0
"desvelo","N",1
"desvencilhar","V",-1
"desvendada","adj",0
"desvendadas","adj",0
"desvendado","adj",0
"desvendados","adj",0
"desvendar","V",0
"desvendar-se","V",1
"desventurada","adj",-1
"desventuradas","adj",-1
"desventurado","adj",-1
"desventurados","adj",-1
"desventurosa","adj",-1
"desventurosas","adj",-1
"desventuroso","adj",-1
"desventurosos","adj",-1
"desverdecer","V",1
"desvestir","V",1
"desviada","adj",0
"desviadas","adj",0
"desviado","adj",0
"desviados","adj",0
"desviar","V",0
"desviar dinheiro","IDIOM",-1
"desviar-se","V",-1
"desvigorar","V",0
"desvigorizar","V",0
"desvincilhar","V",-1
"desvincular","V",1
"desvirilizar","V",1
"desvirtuada","adj",-1
"desvirtuadas","adj",-1
"desvirtuado","adj",-1
"desvirtuados","adj",-1
"desvirtuar","V",-1
"desvitalizada","adj",-1
"desvitalizadas","adj",-1
"desvitalizado","adj",-1
"desvitalizados","adj",-1
"desvitalizar","V",0
"desviver","V",0
"deszelar","V",1
"detalhada","adj",1
"detalhadas","adj",1
"detalhado","adj",1
"detalhados","adj",1
"detalhar","V",1
"detectar","V",0
"deter","V",-1
"detergir","V",1
"deteriorada","adj",-1
"deterioradas","adj",-1
"deteriorado","adj",-1
"deteriorados","adj",-1
"deteriorar","V",-1
"deteriorar-se","V",0
"determinacao","N",1
"determinada","adj",1
"determinadas","adj",1
"determinado","adj",1
"determinados","adj",1
"determinante","adj",-1
"determinantes","adj",-1
"determinar","V",1
"determinar-se","V",1
"determinista","adj",0
"deterministas","adj",0
"deter-se","V",1
"detestada","adj",-1
"detestadas","adj",-1
"detestado","adj",-1
"detestados","adj",-1
"detestar","V",1
"detestaveis","adj",-1
"detestavel","adj",1
"detida","adj",-1
"detidas","adj",-1
"detido","adj",-1
"detidos","adj",-1
"detrair","V",1
"detratar","V",1
"detrator","adj",-1
"detratora","adj",-1
"detratoras","adj",-1
"detratores","adj",-1
"detruncar","V",1
"detumescer","V",1
"deturbar","V",0
"deturpada","adj",-1
"deturpadas","adj",-1
"deturpado","adj",-1
"deturpados","adj",-1
"deturpar","V",-1
"deturpar-se","V",1
"devaneador","adj",-1
"devaneadora","adj",-1
"devaneadoras","adj",-1
"devaneadores","adj",-1
"devanear","V",1
"devaneio","adj",1
"devassa","adj",-1
"devassada","adj",-1
"devassadas","adj",-1
"devassado","adj",-1
"devassados","adj",-1
"devassar","V",-1
"devassas","adj",-1
"devassidao","N",-1
"devasso","adj",-1
"devassos","adj",-1
"devastada","adj",-1
"devastadas","adj",-1
"devastado","adj",-1
"devastador","adj",-1
"devastadora","adj",-1
"devastadoras","adj",-1
"devastadores","adj",-1
"devastados","adj",-1
"devastar","V",-1
"dever","V",1
"dever comer farinha maizena","IDIOM",-1
"dever dobrar a lingua","IDIOM",-1
"dever ter vergonha na cara","IDIOM",-1
"devio","adj",-1
"devolver","V",0
"devorador","adj",-1
"devoradora","adj",-1
"devoradoras","adj",-1
"devoradores","adj",-1
"devorar","V",-1
"devota","adj",0
"devota de Baco","adj",-1
"devotada","adj",0
"devotadas","adj",0
"devotado","adj",0
"devotados","adj",0
"devotar","V",-1
"devotar-se","V",0
"devotas","adj",0
"devotas de Baco","adj",-1
"devoto","adj",0
"devoto de Baco","adj",-1
"devotos","adj",0
"devotos de Baco","adj",-1
"dextrimana","adj",0
"dextrimanas","adj",0
"dextrimano","adj",0
"dextrimanos","adj",0
"diabolica","adj",-1
"diabolicas","adj",-1
"diabolico","adj",-1
"diabolicos","adj",-1
"diabolismo","N",-1
"diafana","adj",1
"diafanas","adj",1
"diafano","adj",1
"diafanos","adj",1
"diagnosticas","adj",1
"dialogante","adj",1
"dialogantes","adj",1
"dialogar","V",0
"diamante","adj",-1
"diamantes","adj",-1
"diarista","adj",1
"dicar","V",-1
"didatica","adj",0
"didaticas","adj",0
"didatico","adj",0
"didaticos","adj",0
"dietetica","adj",1
"difamacao","N",-1
"difamada","adj",-1
"difamadas","adj",-1
"difamado","adj",-1
"difamador","adj",-1
"difamadora","adj",-1
"difamadoras","adj",-1
"difamadores","adj",-1
"difamados","adj",-1
"difamar","V",-1
"difamatoria","adj",-1
"difamatorias","adj",-1
"difamatorio","adj",-1
"difamatorios","adj",-1
"diferencada","adj",0
"diferencadas","adj",0
"diferencado","adj",0
"diferencados","adj",0
"diferencar","V",0
"diferencar-se","V",1
"diferenciada","adj",1
"diferenciadas","adj",1
"diferenciado","adj",1
"diferenciados","adj",1
"diferenciar","V",0
"diferente","adj",0
"diferentes","adj",0
"diferir","V",-1
"dificeis","adj",-1
"dificil","adj",-1
"dificultar","V",-1
"dificultar a vida a","IDIOM",1
"difluir","V",1
"difundida","adj",-1
"difundidas","adj",-1
"difundido","adj",-1
"difundidos","adj",-1
"difundir","V",-1
"difundir-se","V",0
"difusa","adj",-1
"difusas","adj",-1
"difuso","adj",-1
"difusos","adj",-1
"digerir","V",0
"digestao","adj",1
"digestivo","adj",1
"digirir-se","V",0
"digitais","adj",0
"digital","adj",0
"digladiar","V",0
"digna","adj",1
"digna de confianca","adj",1
"dignar-se","V",1
"dignas","adj",1
"dignas de confianca","adj",1
"dignidade","N",1
"dignificar","V",1
"digno","adj",1
"digno de confianca","adj",1
"dignos","adj",1
"dignos de confianca","adj",1
"digressionista","adj",-1
"digressionistas","adj",-1
"digressiva","adj",-1
"digressivas","adj",-1
"digressivo","adj",-1
"digressivos","adj",-1
"dilacerada","adj",-1
"dilaceradas","adj",-1
"dilacerado","adj",-1
"dilacerados","adj",-1
"dilacerante","adj",-1
"dilacerar","V",0
"dilacerar-se","V",1
"dilapidador","adj",1
"dilapidar","V",-1
"dilatada","adj",0
"dilatadas","adj",0
"dilatado","adj",0
"dilatados","adj",0
"dilatar","V",-1
"dilatar-se","V",1
"diletante","adj",0
"diletantes","adj",0
"diligencia","N",1
"diligenciar","V",1
"diligente","adj",1
"diligentes","adj",1
"dilucidar","V",-1
"diluir","V",0
"diluir-se","V",0
"dimanar","V",0
"diminuida","adj",-1
"diminuidas","adj",-1
"diminuido","adj",-1
"diminuidos","adj",-1
"diminuir","V",-1
"diminuir-se","V",0
"diminuta","adj",1
"diminutas","adj",0
"diminuto","adj",0
"diminutos","adj",0
"dinamica","adj",1
"dinamicas","adj",1
"dinamico","adj",1
"dinamicos","adj",1
"dinamismo","N",1
"dinamizador","adj",1
"dinamizadora","adj",1
"dinamizadoras","adj",1
"dinamizadores","adj",1
"dinheirento","adj",1
"dinheiroso","adj",1
"dinheirudo","adj",1
"diplomacia","N",1
"diplomada","adj",0
"diplomadas","adj",0
"diplomado","adj",0
"diplomados","adj",0
"diplomatica","adj",1
"diplomaticas","adj",1
"diplomatico","adj",1
"diplomaticos","adj",1
"direcionada","adj",0
"direcionadas","adj",0
"direcionado","adj",0
"direcionados","adj",0
"direcionar","V",0
"direcionar-se","V",0
"directa","adj",0
"directas","adj",0
"directo","adj",0
"director","adj",0
"directora","adj",0
"directoras","adj",0
"directores","adj",0
"directos","adj",0
"direita","adj",0
"direita de contas","adj",1
"direitas","adj",0
"direitas de contas","adj",1
"direito","adj",0
"direito de contas","adj",1
"direitos","adj",0
"direitos de contas","adj",1
"direta","adj",-1
"diretas","adj",0
"direto","adj",0
"diretor","adj",1
"diretora","adj",1
"diretoras","adj",1
"diretores","adj",1
"diretos","adj",0
"dirigente","adj",1
"dirigentes","adj",1
"dirigida","adj",0
"dirigidas","adj",0
"dirigido","adj",0
"dirigidos","adj",0
"dirigir","V",1
"dirigir-se","V",0
"dirimir","V",1
"dirruir","V",-1
"discernir","V",1
"disciplina","N",1
"disciplinada","adj",1
"disciplinadas","adj",1
"disciplinado","adj",1
"disciplinador","adj",0
"disciplinadora","adj",0
"disciplinadoras","adj",0
"disciplinadores","adj",0
"disciplinados","adj",1
"disciplinar","V",0
"discola","adj",-1
"discolas","adj",-1
"discolo","adj",-1
"discolos","adj",-1
"discordante","adj",-1
"discordantes","adj",-1
"discordar","V",-1
"discorrer","V",1
"discrepar","V",-1
"discreta","adj",1
"discretas","adj",1
"discreto","adj",1
"discretos","adj",1
"discricao","N",1
"discricionaria","adj",-1
"discricionarias","adj",-1
"discricionario","adj",-1
"discricionarios","adj",-1
"discriminacao","N",-1
"discriminada","adj",-1
"discriminadas","adj",-1
"discriminado","adj",-1
"discriminador","adj",-1
"discriminadora","adj",-1
"discriminadoras","adj",-1
"discriminadores","adj",-1
"discriminados","adj",-1
"discriminar","V",1
"discursar","V",1
"discursiva","adj",0
"discursivas","adj",0
"discursivo","adj",0
"discursivos","adj",0
"discutida","adj",-1
"discutidas","adj",-1
"discutido","adj",-1
"discutidos","adj",-1
"discutir","V",-1
"disfarcada","adj",1
"disfarcadas","adj",-1
"disfarcado","adj",-1
"disfarcados","adj",1
"disfarcar","V",-1
"disfonia","N",-1
"disformar","V",1
"disforme","adj",-1
"disformes","adj",-1
"disformidade","N",-1
"disgregar","V",-1
"disjungir","V",0
"disjuntar","V",1
"dislexia","N",-1
"dislexica","adj",-1
"dislexicas","adj",-1
"dislexico","adj",-1
"dislexicos","adj",-1
"disparar","V",0
"disparatada","adj",-1
"disparatadas","adj",-1
"disparatado","adj",-1
"disparatados","adj",-1
"disparatar","V",0
"disparate","N",-1
"dispartir","V",0
"dispensada","adj",0
"dispensadas","adj",0
"dispensado","adj",0
"dispensados","adj",0
"dispensar","V",-1
"dispensaveis","adj",-1
"dispensavel","adj",-1
"disperder","V",0
"dispersa","adj",-1
"dispersar","V",0
"dispersas","adj",-1
"dispersiva","adj",-1
"dispersivas","adj",-1
"dispersivo","adj",-1
"dispersivos","adj",-1
"disperso","adj",-1
"dispersos","adj",-1
"displicencia","N",-1
"displicente","adj",-1
"displicentes","adj",-1
"disponiveis","adj",1
"disponivel","adj",1
"dispor","V",0
"dispor-se","V",0
"disposta","adj",1
"dispostas","adj",1
"disposto","adj",1
"dispostos","adj",1
"disputada","adj",-1
"disputadas","adj",-1
"disputado","adj",-1
"disputados","adj",-1
"disputar","V",0
"dissabor","adj",-1
"dissaborado","adj",-1
"dissaborido","adj",-1
"dissaboroso","adj",-1
"dissecar","V",-1
"disseminada","adj",-1
"disseminadas","adj",-1
"disseminado","adj",-1
"disseminados","adj",-1
"disseminar","V",-1
"disseminar-se","V",0
"dissentir","V",-1
"dissertar","V",0
"dissidente","adj",-1
"dissidentes","adj",-1
"dissidiar","V",0
"dissidir","V",0
"dissimulacao","N",-1
"dissimulada","adj",-1
"dissimuladas","adj",-1
"dissimulado","adj",-1
"dissimulados","adj",-1
"dissimular","V",-1
"dissipada","adj",-1
"dissipadas","adj",-1
"dissipado","adj",-1
"dissipador","adj",-1
"dissipadora","adj",-1
"dissipadoras","adj",-1
"dissipadores","adj",-1
"dissipados","adj",-1
"dissipar","V",-1
"dissipar-se","V",0
"dissociar","V",1
"dissoluta","adj",-1
"dissolutas","adj",-1
"dissoluto","adj",-1
"dissolutos","adj",-1
"dissolvente","adj",-1
"dissolventes","adj",-1
"dissolver","V",-1
"dissolver-se","V",0
"dissolvida","adj",-1
"dissolvidas","adj",-1
"dissolvido","adj",-1
"dissolvidos","adj",-1
"dissonar","V",0
"dissuadir","V",0
"distanciada","adj",-1
"distanciadas","adj",-1
"distanciado","adj",-1
"distanciados","adj",-1
"distanciar","V",0
"distanciar-se","V",1
"distante","adj",-1
"distantes","adj",-1
"distar","V",1
"distender","V",0
"distender-se","V",1
"distinguida","adj",0
"distinguidas","adj",0
"distinguido","adj",0
"distinguidos","adj",0
"distinguir","V",0
"distinguir-se","V",0
"distinta","adj",1
"distintas","adj",1
"distintiva","adj",0
"distintivas","adj",0
"distintivo","Adj",0
"distintivos","adj",0
"distinto","adj",1
"distintos","adj",1
"distopico","adj",1
"distorcer","V",1
"distorcida","adj",-1
"distorcidas","adj",-1
"distorcido","adj",-1
"distorcidos","adj",-1
"distraida","adj",-1
"distraidas","adj",-1
"distraido","adj",-1
"distraidos","adj",-1
"distrair","V",1
"distrair-se","V",0
"distratar","V",-1
"distrativo","adj",1
"distribuir","V",0
"disturbar","V",0
"ditador","adj",-1
"ditadora","adj",-1
"ditadoras","adj",-1
"ditadores","adj",-1
"ditar","V",0
"ditos","adj",1
"ditosa","adj",1
"ditosas","adj",1
"ditoso","adj",1
"ditosos","adj",1
"diurna","adj",0
"diurnas","adj",0
"diurno","adj",0
"diurnos","adj",0
"diva","adj",0
"divagacao","N",-1
"divagador","adj",-1
"divagadora","adj",-1
"divagadoras","adj",-1
"divagadores","adj",-1
"divagante","adj",-1
"divagantes","adj",-1
"divagar","V",0
"divas","adj",0
"divergente","adj",-1
"divergentes","adj",-1
"divergir","V",-1
"diversa","adj",0
"diversas","adj",0
"diversificada","adj",1
"diversificadas","adj",1
"diversificado","adj",1
"diversificados","adj",1
"diversificar","V",1
"diverso","adj",0
"diversos","adj",0
"divertida","adj",1
"divertidas","adj",1
"divertidissima","adj",1
"divertidissimo","adj",1
"divertido","adj",1
"divertidos","adj",1
"divertimento","N",1
"divertir","V",0
"divertir-se","V",0
"dividida","adj",0
"divididas","adj",0
"dividido","adj",0
"divididos","adj",0
"dividir","V",-1
"divina","adj",1
"divinais","adj",1
"divinal","adj",1
"divinas","adj",1
"divinizar","V",1
"divino","adj",1
"divinos","adj",1
"divisar","V",0
"divo","adj",0
"divorciada","adj",0
"divorciadas","adj",0
"divorciado","adj",0
"divorciados","adj",0
"divorciar","V",-1
"divos","adj",0
"divulgador","adj",0
"divulgadora","adj",0
"divulgadoras","adj",0
"divulgadores","adj",0
"divulgar","V",-1
"divulgar-se","V",0
"dizer","V",0
"dizer a verdade","IDIOM",1
"dizer algumas verdades a","IDIOM",1
"dizer cobras e lagartos de","IDIOM",-1
"dizer mal de","IDIOM",0
"dizer umas quantas verdades a","IDIOM",1
"dizimada","adj",-1
"dizimadas","adj",-1
"dizimado","adj",-1
"dizimados","adj",-1
"dizimar","V",-1
"doar","V",-1
"dobrada","adj",-1
"dobradas","adj",-1
"dobradica","adj",0
"dobradicas","adj",0
"dobradico","adj",0
"dobradicos","adj",0
"dobrado","adj",-1
"dobrados","adj",-1
"dobrar","V",-1
"dobrar-se","V",0
"doce","adj",1
"doceis","adj",1
"doces","adj",1
"docil","adj",1
"docilidade","N",1
"documentada","adj",1
"documentadas","adj",1
"documentado","adj",1
"documentados","adj",1
"documentais","adj",0
"documental","adj",0
"documentar","V",1
"docura","N",1
"doente","adj",-1
"doentes","adj",-1
"doentia","adj",-1
"doentias","adj",-1
"doentio","adj",-1
"doentios","adj",-1
"doer","V",1
"doestar","V",1
"dogmatica","adj",-1
"dogmaticas","adj",-1
"dogmatico","adj",-1
"dogmaticos","adj",-1
"dogmatista","adj",-1
"dogmatistas","adj",-1
"doida","adj",-1
"doida de todo","adj",-1
"doida varrida","adj",-1
